Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_Score,Credit_Utilization,Open_Accounts,Prev_Loan_Count,Prev_Loans_Repaid,Prev_Loan_Defaults,Avg_Prev_Loan_Amount,Repayment_Rate,Property_Area,Loan_Status
LP015102,Male,Yes,2,Not Graduate,Yes,3964,0,163.0,36.0,659.0,21.0,8.0,3.0,2.0,1.0,194.0,0.67,Urban,N
LP015103,Male,Yes,2,Graduate,No,2742,0,57.0,360.0,709.0,12.6,5.0,3.0,3.0,0.0,166.3,1.0,Semiurban,Y
LP015104,Male,Yes,2,Graduate,No,3114,0,70.0,360.0,677.0,26.7,4.0,0.0,0.0,,0.0,0.0,Rural,N
LP015105,Female,No,2,Graduate,No,5824,1142,720.0,360.0,570.0,34.6,2.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP015106,Female,Yes,0,Graduate,No,10409,0,757.0,360.0,592.0,34.9,4.0,7.0,4.0,3.0,255.1,0.57,Urban,N
LP015107,Male,No,1,Graduate,No,2141,0,218.0,360.0,643.0,37.1,6.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015108,Male,No,0,Graduate,Yes,3232,1492,326.0,360.0,713.0,12.0,1.0,1.0,1.0,0.0,170.0,1.0,Urban,Y
LP015109,Male,No,0,Graduate,No,5202,2301,318.0,360.0,784.0,,1.0,5.0,5.0,0.0,132.7,1.0,Urban,Y
LP015110,Male,Yes,0,Graduate,Yes,5039,2021,758.0,360.0,798.0,11.7,5.0,3.0,3.0,0.0,413.5,1.0,Rural,Y
LP015111,Female,Yes,0,Graduate,No,6006,0,389.0,360.0,,38.1,4.0,2.0,2.0,0.0,83.2,1.0,Rural,Y
LP015112,Male,Yes,2,Graduate,No,8926,1702,267.0,360.0,804.0,23.7,2.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP015113,Female,Yes,1,Not Graduate,No,1589,1753,348.0,360.0,786.0,17.6,7.0,2.0,2.0,,205.4,1.0,Semiurban,Y
LP015114,Male,No,0,Not Graduate,No,3157,3242,735.0,360.0,639.0,79.1,3.0,1.0,1.0,0.0,318.7,1.0,Urban,N
LP015115,Male,Yes,2,Not Graduate,No,8321,0,,84.0,715.0,11.8,6.0,2.0,2.0,0.0,145.0,1.0,Semiurban,Y
LP015116,Female,Yes,0,Not Graduate,No,3994,0,297.0,360.0,647.0,47.3,9.0,3.0,2.0,1.0,126.6,0.67,Urban,N
LP015117,Male,No,0,Graduate,No,2230,0,222.0,360.0,741.0,51.4,3.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015118,Female,Yes,2,Not Graduate,No,2081,0,169.0,360.0,771.0,22.8,2.0,1.0,1.0,0.0,108.5,1.0,Rural,Y
LP015119,Male,Yes,0,Graduate,No,4413,0,287.0,360.0,659.0,46.9,6.0,5.0,3.0,,218.3,,Urban,N
LP015120,Male,Yes,1,Graduate,No,3469,0,414.0,,768.0,32.0,3.0,2.0,2.0,0.0,186.9,1.0,Semiurban,Y
LP015121,Male,No,0,Graduate,Yes,16224,3694,800.0,120.0,759.0,19.0,8.0,1.0,1.0,0.0,500.0,1.0,Semiurban,Y
LP015122,Male,Yes,1,Graduate,No,4047,1486,281.0,360.0,750.0,29.3,4.0,2.0,2.0,,77.3,1.0,Urban,Y
LP015123,Male,No,0,Graduate,,2812,583,189.0,240.0,740.0,18.8,5.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP015124,Male,Yes,0,Graduate,No,9406,2097,800.0,360.0,826.0,10.9,2.0,1.0,1.0,0.0,279.6,1.0,Urban,Y
LP015125,Male,Yes,0,Graduate,No,4240,0,210.0,360.0,613.0,45.2,4.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015126,Male,No,2,Graduate,No,7079,1433,800.0,300.0,625.0,54.3,4.0,2.0,1.0,1.0,500.0,0.5,Rural,N
LP015127,,No,0,Graduate,No,13756,0,800.0,36.0,638.0,,6.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP015128,,Yes,0,Graduate,No,10793,1840,237.0,360.0,700.0,12.6,4.0,1.0,1.0,0.0,,1.0,Semiurban,Y
LP015129,Female,No,0,Graduate,Yes,5561,1060,558.0,360.0,697.0,29.1,1.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015130,Male,Yes,0,Graduate,No,6880,2533,560.0,360.0,681.0,37.3,6.0,4.0,3.0,1.0,500.0,0.75,Urban,Y
LP015131,Male,No,0,Graduate,No,9977,3260,575.0,180.0,765.0,11.0,4.0,1.0,1.0,0.0,500.0,1.0,Semiurban,Y
LP015132,Female,No,0,Graduate,No,2505,2415,225.0,300.0,641.0,,3.0,3.0,2.0,1.0,92.8,0.67,Urban,N
LP015133,Female,Yes,3+,Graduate,No,2031,0,160.0,360.0,696.0,28.5,5.0,,2.0,1.0,117.4,0.67,Semiurban,Y
LP015134,Male,No,0,Graduate,Yes,14887,1033,800.0,360.0,761.0,2.2,6.0,3.0,3.0,0.0,402.2,1.0,Semiurban,Y
LP015135,Female,Yes,0,Graduate,No,2098,0,46.0,,755.0,34.5,3.0,5.0,5.0,0.0,131.3,1.0,Semiurban,Y
LP015136,Male,No,3+,Graduate,Yes,17343,3693,800.0,360.0,,13.7,6.0,3.0,2.0,1.0,500.0,0.67,Semiurban,N
LP015137,Male,No,0,Graduate,No,2931,0,72.0,360.0,642.0,15.5,6.0,8.0,5.0,3.0,77.5,0.62,Rural,N
LP015138,Male,Yes,2,Graduate,No,2586,0,151.0,360.0,705.0,12.8,4.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015139,Male,Yes,0,Graduate,No,7159,0,800.0,180.0,706.0,43.3,4.0,2.0,2.0,0.0,215.7,1.0,Semiurban,Y
LP015140,Female,No,3+,Graduate,No,1696,0,161.0,360.0,693.0,28.7,6.0,2.0,2.0,0.0,28.4,1.0,Urban,Y
LP015141,Male,Yes,3+,Graduate,No,20805,0,800.0,180.0,850.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP015142,Female,No,0,Graduate,Yes,14107,2562,800.0,360.0,712.0,27.9,4.0,3.0,3.0,0.0,500.0,1.0,Urban,Y
LP015143,Male,Yes,0,Graduate,No,11203,2165,800.0,360.0,722.0,4.0,7.0,2.0,2.0,0.0,500.0,1.0,Urban,Y
LP015144,Male,No,0,Not Graduate,No,1780,0,144.0,360.0,578.0,24.1,5.0,6.0,1.0,5.0,62.7,0.17,Semiurban,N
LP015145,Male,Yes,3+,Graduate,No,9671,0,753.0,360.0,528.0,71.8,4.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015146,Female,Yes,0,Not Graduate,No,9078,3571,399.0,360.0,734.0,,6.0,5.0,4.0,1.0,457.6,0.8,Rural,Y
LP015147,,No,3+,Graduate,Yes,4913,0,363.0,360.0,,56.6,2.0,3.0,2.0,1.0,103.6,0.67,Urban,N
LP015148,Female,,2,Not Graduate,No,7366,0,555.0,360.0,721.0,8.9,3.0,3.0,3.0,0.0,424.2,1.0,Urban,Y
LP015149,Female,Yes,0,Graduate,,6441,0,608.0,360.0,786.0,44.8,3.0,3.0,3.0,0.0,475.2,1.0,Semiurban,Y
LP015150,Male,Yes,2,Graduate,No,2149,0,36.0,120.0,743.0,17.1,3.0,,4.0,1.0,148.6,0.8,Urban,Y
LP015151,Male,No,0,Graduate,No,3421,0,223.0,360.0,750.0,31.3,3.0,3.0,3.0,0.0,253.9,1.0,Urban,Y
LP015152,Female,No,1,Graduate,No,3711,13551,800.0,240.0,766.0,49.1,7.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015153,Female,No,0,Graduate,No,1789,0,91.0,480.0,,,4.0,4.0,4.0,0.0,42.2,,Semiurban,Y
LP015154,Male,No,0,Graduate,Yes,6989,0,481.0,360.0,662.0,13.8,2.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP015155,Male,Yes,0,Graduate,No,8757,0,635.0,360.0,711.0,18.5,3.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP015156,Male,No,1,Graduate,No,5835,0,474.0,36.0,581.0,,6.0,4.0,2.0,2.0,64.2,0.5,Urban,N
LP015157,Male,No,1,Graduate,No,13686,0,800.0,360.0,769.0,29.7,1.0,3.0,3.0,0.0,500.0,1.0,Semiurban,Y
LP015158,Male,Yes,2,Not Graduate,No,5480,0,465.0,360.0,738.0,65.8,3.0,1.0,1.0,0.0,376.4,1.0,Semiurban,Y
LP015159,Male,Yes,3+,Not Graduate,No,4503,0,451.0,360.0,700.0,50.2,7.0,2.0,2.0,0.0,88.0,1.0,Urban,N
LP015160,Male,Yes,2,Not Graduate,No,3192,1509,403.0,120.0,779.0,,2.0,1.0,1.0,0.0,229.1,1.0,Rural,Y
LP015161,Male,No,2,Graduate,No,5248,1352,427.0,360.0,715.0,27.7,3.0,8.0,7.0,1.0,234.9,0.88,Urban,Y
LP015162,Male,No,0,Graduate,Yes,1200,1143,114.0,360.0,633.0,35.2,5.0,0.0,,0.0,0.0,0.0,Rural,N
LP015163,Male,No,0,Graduate,No,12810,1684,348.0,240.0,,39.2,1.0,4.0,4.0,0.0,500.0,1.0,Urban,Y
LP015164,Male,Yes,0,Graduate,No,5627,19299,800.0,360.0,651.0,15.0,4.0,1.0,1.0,0.0,500.0,1.0,Semiurban,Y
LP015165,Male,No,0,Graduate,No,8779,4096,800.0,360.0,652.0,11.1,8.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015166,Male,No,1,Graduate,Yes,8846,2006,765.0,360.0,645.0,80.0,8.0,4.0,2.0,2.0,212.8,0.5,Rural,N
LP015167,Male,Yes,1,Graduate,No,6917,0,575.0,300.0,761.0,1.9,6.0,1.0,1.0,0.0,427.6,1.0,Semiurban,Y
LP015168,Male,Yes,3+,Graduate,No,2409,1705,375.0,360.0,783.0,25.6,6.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015169,Male,No,0,Graduate,No,1200,5929,137.0,360.0,850.0,3.8,2.0,1.0,1.0,0.0,284.1,1.0,Semiurban,Y
LP015170,Female,No,1,Graduate,No,16477,3097,800.0,300.0,803.0,10.6,3.0,3.0,3.0,0.0,500.0,1.0,Urban,Y
LP015171,Male,Yes,3+,Graduate,No,4495,0,181.0,300.0,558.0,61.8,3.0,5.0,1.0,4.0,100.9,0.2,Rural,N
LP015172,Male,Yes,0,Graduate,No,3630,3380,782.0,360.0,687.0,46.1,5.0,1.0,1.0,0.0,500.0,1.0,Rural,Y
LP015173,Male,Yes,0,Graduate,No,3796,1238,86.0,360.0,726.0,23.6,4.0,2.0,2.0,0.0,321.0,1.0,Urban,Y
LP015174,Male,Yes,3+,Graduate,No,3371,0,309.0,360.0,741.0,33.5,7.0,2.0,2.0,0.0,188.0,1.0,Rural,Y
LP015175,Female,Yes,1,Graduate,No,4406,0,373.0,120.0,603.0,43.6,6.0,5.0,3.0,2.0,256.2,,Urban,N
LP015176,Male,Yes,2,Not Graduate,No,4251,4927,397.0,,467.0,39.8,6.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015177,Male,No,3+,Graduate,No,4770,2059,216.0,360.0,487.0,,1.0,3.0,1.0,2.0,278.2,0.33,Semiurban,N
LP015178,Male,No,1,Graduate,No,3843,0,120.0,360.0,850.0,58.0,5.0,2.0,2.0,0.0,292.4,1.0,Rural,Y
LP015179,Male,Yes,0,Graduate,Yes,7579,0,256.0,300.0,802.0,22.4,5.0,4.0,4.0,0.0,431.5,1.0,Rural,Y
LP015180,Male,No,2,Graduate,No,6876,0,686.0,360.0,678.0,18.6,6.0,2.0,2.0,0.0,383.4,1.0,Semiurban,Y
LP015181,Male,No,2,Graduate,No,3226,0,139.0,360.0,619.0,46.9,3.0,4.0,2.0,2.0,227.9,0.5,Semiurban,N
LP015182,Male,Yes,0,Not Graduate,No,4996,2219,127.0,360.0,619.0,26.4,4.0,,,0.0,0.0,0.0,Urban,N
LP015183,Female,Yes,1,Graduate,Yes,2211,1820,272.0,360.0,650.0,9.4,5.0,1.0,1.0,,114.3,1.0,Rural,Y
LP015184,Male,No,0,Graduate,No,6465,0,669.0,360.0,695.0,15.3,3.0,6.0,4.0,2.0,500.0,0.67,Semiurban,N
LP015185,Male,No,2,Graduate,No,12256,1872,800.0,120.0,,27.2,5.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP015186,Male,Yes,,Graduate,No,7555,0,146.0,360.0,738.0,22.2,4.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015187,Male,Yes,0,Graduate,No,4234,5698,174.0,360.0,722.0,30.0,3.0,2.0,2.0,0.0,500.0,1.0,Rural,Y
LP015188,Male,No,1,Graduate,Yes,2490,0,106.0,360.0,648.0,46.1,9.0,1.0,1.0,0.0,27.9,1.0,Urban,N
LP015189,Male,Yes,1,Graduate,No,6706,4912,458.0,360.0,702.0,21.0,1.0,3.0,3.0,0.0,453.0,1.0,Urban,Y
LP015190,Male,No,3+,Graduate,,3113,0,300.0,120.0,794.0,23.0,8.0,7.0,6.0,1.0,49.2,0.86,Semiurban,Y
LP015191,Female,No,3+,Graduate,No,4524,3208,130.0,360.0,588.0,22.4,8.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP015192,Male,Yes,0,Not Graduate,No,7044,735,164.0,360.0,836.0,12.6,4.0,1.0,1.0,0.0,248.0,1.0,Rural,Y
LP015193,Male,Yes,0,Not Graduate,Yes,2747,3629,687.0,360.0,568.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015194,Male,Yes,0,Graduate,No,4735,2755,800.0,120.0,608.0,24.2,7.0,2.0,,1.0,407.4,0.5,Rural,N
LP015195,Male,Yes,0,Graduate,No,2385,0,251.0,180.0,751.0,20.2,5.0,5.0,5.0,0.0,,,Semiurban,Y
LP015196,Male,Yes,1,Not Graduate,No,3662,1221,,360.0,,45.9,1.0,2.0,2.0,0.0,229.2,1.0,Semiurban,Y
LP015197,Female,No,0,Graduate,No,3400,0,144.0,360.0,749.0,9.1,3.0,2.0,2.0,0.0,57.7,1.0,Semiurban,Y
LP015198,Female,Yes,0,Graduate,No,9278,0,781.0,360.0,777.0,28.3,2.0,7.0,6.0,1.0,304.3,0.86,Semiurban,Y
LP015199,Male,Yes,0,Not Graduate,No,5065,0,528.0,360.0,668.0,40.4,3.0,1.0,1.0,0.0,124.2,1.0,Urban,N
LP015200,Male,No,0,Graduate,Yes,2989,0,227.0,300.0,702.0,16.5,4.0,1.0,1.0,0.0,159.8,1.0,Semiurban,Y
LP015201,Male,No,1,Not Graduate,No,3478,0,63.0,360.0,648.0,43.7,5.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015202,Male,No,1,Graduate,No,8237,1460,800.0,360.0,850.0,21.7,3.0,2.0,2.0,0.0,500.0,1.0,Rural,Y
LP015203,Male,Yes,0,Not Graduate,Yes,1744,0,121.0,360.0,647.0,38.2,5.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP015204,Male,Yes,0,Graduate,No,2747,2266,307.0,360.0,771.0,25.2,6.0,1.0,1.0,0.0,117.8,1.0,Semiurban,Y
LP015205,Male,Yes,2,Graduate,No,2384,0,38.0,360.0,612.0,49.7,1.0,5.0,2.0,3.0,124.6,0.4,Semiurban,N
LP015206,Male,Yes,2,Graduate,No,4943,0,575.0,360.0,850.0,12.8,2.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP015207,Female,No,0,Graduate,No,4822,0,344.0,360.0,703.0,5.2,6.0,0.0,0.0,0.0,0.0,0.0,Urban,Y
LP015208,Female,Yes,0,Graduate,No,4088,1103,464.0,360.0,648.0,63.3,9.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015209,Male,No,0,Graduate,No,4264,4876,141.0,360.0,638.0,,5.0,1.0,1.0,0.0,500.0,1.0,Urban,N
LP015210,Male,Yes,0,Graduate,Yes,1998,0,35.0,360.0,782.0,20.7,3.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP015211,Female,Yes,2,Graduate,Yes,2551,677,79.0,84.0,615.0,56.8,4.0,7.0,4.0,3.0,123.9,0.57,Semiurban,N
LP015212,Male,No,0,Graduate,No,6345,0,102.0,60.0,549.0,82.2,,3.0,1.0,2.0,370.7,0.33,Rural,N
LP015213,Female,Yes,1,Graduate,No,1860,0,141.0,360.0,745.0,7.4,,4.0,4.0,0.0,65.9,1.0,Semiurban,Y
LP015214,Male,Yes,3+,Graduate,Yes,3808,0,100.0,360.0,670.0,11.8,4.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP015215,Male,Yes,2,Graduate,No,7943,4272,800.0,180.0,685.0,25.9,2.0,3.0,3.0,0.0,500.0,1.0,Semiurban,Y
LP015216,Male,No,0,Graduate,Yes,5075,751,650.0,240.0,783.0,31.2,1.0,1.0,1.0,0.0,206.9,1.0,Semiurban,Y
LP015217,Female,Yes,0,Graduate,No,2964,0,114.0,360.0,678.0,37.8,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP015218,Male,Yes,0,Graduate,No,6871,0,459.0,360.0,794.0,20.8,6.0,1.0,1.0,0.0,355.5,1.0,Rural,Y
LP015219,Male,No,2,Graduate,No,2894,0,178.0,360.0,646.0,33.5,6.0,1.0,0.0,1.0,60.6,0.0,Rural,N
LP015220,Male,No,0,Not Graduate,No,4613,968,311.0,360.0,681.0,26.6,2.0,5.0,4.0,1.0,104.1,0.8,Semiurban,N
LP015221,Female,No,0,Graduate,No,2799,2531,335.0,360.0,789.0,16.6,6.0,3.0,3.0,0.0,411.3,1.0,Rural,Y
LP015222,Female,Yes,0,Graduate,No,1829,1615,177.0,360.0,759.0,11.9,2.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015223,Female,No,0,Graduate,No,4151,2721,297.0,12.0,758.0,6.1,,1.0,1.0,0.0,77.6,1.0,Semiurban,Y
LP015224,Female,No,1,Graduate,Yes,9210,0,360.0,240.0,686.0,29.3,3.0,4.0,3.0,1.0,500.0,0.75,Semiurban,N
LP015225,Male,Yes,3+,Graduate,No,8840,0,800.0,36.0,777.0,12.9,4.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015226,Male,Yes,3+,Graduate,No,6928,3482,322.0,180.0,736.0,3.2,3.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP015227,Male,No,2,Not Graduate,,6853,0,181.0,84.0,716.0,19.6,6.0,4.0,3.0,1.0,280.9,0.75,Urban,Y
LP015228,Male,No,0,Graduate,No,7028,1494,177.0,120.0,641.0,20.8,4.0,4.0,2.0,2.0,383.3,0.5,Urban,N
LP015229,Female,No,0,Not Graduate,Yes,3945,0,114.0,300.0,642.0,24.0,3.0,2.0,1.0,1.0,283.2,0.5,Semiurban,N
LP015230,Female,No,0,Graduate,No,2110,0,48.0,360.0,711.0,46.5,3.0,2.0,2.0,0.0,78.4,1.0,Urban,Y
LP015231,Male,Yes,0,Not Graduate,No,4921,13883,800.0,360.0,734.0,30.6,4.0,2.0,2.0,0.0,500.0,1.0,Semiurban,Y
LP015232,,Yes,1,Not Graduate,No,7824,0,512.0,360.0,784.0,31.5,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015233,Female,Yes,3+,Graduate,No,7470,2271,800.0,300.0,771.0,52.1,3.0,1.0,1.0,0.0,375.3,1.0,Urban,N
LP015234,Male,Yes,2,Graduate,No,5124,1852,,360.0,775.0,60.5,3.0,3.0,3.0,0.0,500.0,1.0,Semiurban,Y
LP015235,Male,Yes,2,Graduate,No,5453,3343,608.0,180.0,781.0,18.1,3.0,2.0,2.0,0.0,208.7,1.0,Semiurban,Y
LP015236,Male,Yes,1,Graduate,No,1921,1078,322.0,360.0,850.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015237,Male,No,0,Graduate,No,11340,0,800.0,360.0,729.0,37.7,2.0,3.0,3.0,0.0,434.0,1.0,Rural,Y
LP015238,Male,Yes,3+,Graduate,No,4154,0,283.0,360.0,656.0,32.2,5.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP015239,Male,Yes,2,Graduate,No,1255,1387,292.0,120.0,649.0,33.9,5.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP015240,Male,No,0,Graduate,No,4096,0,484.0,360.0,698.0,12.6,5.0,1.0,1.0,0.0,71.7,1.0,Urban,N
LP015241,Female,No,0,Graduate,No,4665,0,499.0,360.0,693.0,4.2,3.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015242,Male,Yes,0,Graduate,No,6137,2138,304.0,360.0,850.0,15.2,4.0,3.0,3.0,0.0,500.0,1.0,Urban,Y
LP015243,Male,No,2,Not Graduate,Yes,4258,1631,701.0,360.0,566.0,22.5,2.0,4.0,1.0,3.0,63.8,0.25,Urban,N
LP015244,Female,No,0,Not Graduate,No,3145,3916,142.0,360.0,597.0,57.4,3.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP015245,Male,Yes,1,Graduate,No,3236,0,,360.0,687.0,43.5,1.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015246,Male,Yes,1,Graduate,,4451,0,368.0,360.0,753.0,25.4,2.0,2.0,2.0,0.0,163.0,1.0,Urban,Y
LP015247,Female,Yes,2,Graduate,Yes,3985,1510,239.0,360.0,604.0,23.4,2.0,2.0,1.0,1.0,314.4,0.5,Rural,N
LP015248,Male,No,0,Graduate,No,14704,0,800.0,360.0,664.0,58.8,7.0,2.0,1.0,1.0,500.0,0.5,Rural,N
LP015249,Female,Yes,0,Graduate,No,3654,4025,720.0,360.0,735.0,32.7,5.0,2.0,2.0,0.0,102.0,1.0,Urban,Y
LP015250,Male,Yes,2,Graduate,No,2803,0,49.0,180.0,718.0,72.6,5.0,2.0,2.0,0.0,201.2,1.0,Semiurban,Y
LP015251,Male,No,0,Graduate,No,8529,0,459.0,360.0,651.0,60.9,8.0,,0.0,0.0,0.0,,Urban,N
LP015252,Male,Yes,0,Graduate,No,4452,0,136.0,60.0,721.0,29.9,1.0,0.0,0.0,0.0,0.0,0.0,Semiurban,N
LP015253,Male,Yes,3+,Not Graduate,No,7680,3623,779.0,360.0,705.0,53.6,2.0,5.0,4.0,1.0,435.2,0.8,Urban,N
LP015254,Female,Yes,2,Not Graduate,No,4220,4235,209.0,,664.0,53.5,2.0,8.0,6.0,2.0,500.0,0.75,Semiurban,N
LP015255,Male,Yes,,Not Graduate,No,6836,0,756.0,360.0,680.0,17.7,1.0,1.0,1.0,0.0,310.7,1.0,Urban,Y
LP015256,Female,No,2,Graduate,No,9485,4762,506.0,360.0,696.0,46.8,5.0,1.0,1.0,0.0,500.0,1.0,Semiurban,Y
LP015257,Female,No,0,Graduate,No,10467,0,800.0,360.0,493.0,36.8,5.0,4.0,2.0,2.0,411.2,0.5,Semiurban,N
LP015258,Male,Yes,,Graduate,No,7022,0,228.0,360.0,649.0,33.4,3.0,2.0,1.0,1.0,110.9,0.5,Semiurban,N
LP015259,Female,Yes,3+,Graduate,No,1280,0,148.0,360.0,637.0,20.3,3.0,0.0,0.0,0.0,0.0,0.0,Urban,N
LP015260,Male,Yes,1,Graduate,No,1793,0,87.0,240.0,765.0,20.5,4.0,5.0,5.0,0.0,95.6,1.0,Semiurban,Y
LP015261,Male,No,1,Not Graduate,No,5329,0,578.0,360.0,734.0,48.3,3.0,4.0,3.0,1.0,392.1,0.75,Rural,N
LP015262,Female,No,2,Graduate,No,1853,0,92.0,300.0,850.0,20.4,3.0,1.0,1.0,0.0,117.4,1.0,Urban,Y
LP015263,Male,Yes,1,Graduate,No,2319,0,134.0,360.0,732.0,34.3,7.0,0.0,0.0,,0.0,0.0,Semiurban,Y
LP015264,Male,Yes,0,Not Graduate,No,7627,0,359.0,300.0,617.0,23.6,2.0,0.0,,0.0,0.0,0.0,Semiurban,N
LP015265,Male,Yes,1,Not Graduate,No,2985,0,64.0,360.0,659.0,14.0,5.0,2.0,2.0,0.0,70.1,1.0,Urban,Y
LP015266,Male,Yes,0,Graduate,No,3161,0,52.0,360.0,792.0,25.1,8.0,0.0,0.0,0.0,,0.0,Semiurban,Y
LP015267,Male,No,0,Graduate,Yes,3507,847,168.0,36.0,506.0,59.2,3.0,3.0,1.0,2.0,,0.33,Rural,N
LP015268,Male,No,0,Graduate,No,9209,3884,264.0,360.0,638.0,42.9,4.0,2.0,1.0,1.0,500.0,0.5,Urban,N
LP015269,Male,No,0,Graduate,No,9486,7131,568.0,360.0,656.0,17.0,5.0,4.0,3.0,1.0,500.0,0.75,Urban,N
LP015270,Male,Yes,2,Graduate,No,18072,0,800.0,360.0,850.0,3.6,5.0,6.0,6.0,0.0,,1.0,Urban,Y
LP015271,Male,Yes,0,Graduate,Yes,7432,3855,318.0,300.0,815.0,16.6,4.0,2.0,2.0,0.0,134.2,1.0,Semiurban,Y
LP015272,Male,Yes,1,Graduate,No,11460,1842,800.0,360.0,804.0,43.6,9.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015273,Male,Yes,0,Graduate,No,2913,0,294.0,360.0,790.0,39.8,7.0,4.0,4.0,0.0,108.2,1.0,Semiurban,Y
LP015274,Female,Yes,0,Graduate,No,1910,7363,396.0,300.0,665.0,24.5,8.0,4.0,3.0,1.0,459.0,0.75,Semiurban,Y
LP015275,Male,Yes,2,Graduate,No,6395,0,298.0,360.0,752.0,17.5,3.0,,2.0,0.0,133.0,1.0,Rural,Y
LP015276,Male,Yes,0,Graduate,No,3963,0,390.0,240.0,811.0,19.8,3.0,0.0,0.0,0.0,0.0,0.0,Rural,Y
LP015277,Male,Yes,1,Graduate,No,12100,608,800.0,84.0,,26.7,5.0,3.0,3.0,0.0,170.3,,Semiurban,Y
LP015278,Male,No,2,Graduate,No,3533,3233,725.0,360.0,735.0,25.4,4.0,6.0,5.0,1.0,138.8,0.83,Urban,Y
LP015279,Male,No,0,Not Graduate,Yes,3079,0,248.0,300.0,737.0,28.7,0.0,1.0,1.0,0.0,137.0,1.0,Urban,N
LP015280,Female,Yes,0,Not Graduate,No,3723,1683,121.0,300.0,514.0,34.5,4.0,3.0,1.0,2.0,54.6,0.33,Rural,N
LP015281,Female,Yes,0,Graduate,No,4335,0,518.0,360.0,701.0,1.7,6.0,0.0,0.0,0.0,0.0,0.0,Semiurban,Y
LP015282,Female,Yes,1,Not Graduate,,4534,0,338.0,360.0,717.0,31.7,3.0,0.0,0.0,0.0,0.0,0.0,Rural,N
LP015283,Female,No,,Graduate,No,4866,0,81.0,360.0,696.0,24.5,7.0,6.0,4.0,2.0,295.7,0.67,Semiurban,N
LP015284,Male,No,1,Not Graduate,No,9976,0,526.0,120.0,761.0,16.1,2.0,2.0,2.0,0.0,439.8,1.0,Semiurban,Y
LP015285,Male,No,0,Not Graduate,No,2228,0,170.0,360.0,690.0,17.3,4.0,1.0,1.0,0.0,166.5,1.0,Semiurban,Y
LP015286,Male,No,0,Graduate,No,7563,3492,800.0,360.0,752.0,,3.0,2.0,2.0,0.0,500.0,1.0,Semiurban,Y
LP015287,Male,Yes,0,Graduate,Yes,6765,0,671.0,360.0,731.0,,4.0,,0.0,0.0,0.0,0.0,Semiurban,Y
LP015288,Female,Yes,0,Graduate,No,5384,0,370.0,360.0,782.0,8.1,5.0,4.0,4.0,0.0,381.9,1.0,Semiurban,Y
LP015289,Male,Yes,0,Graduate,Yes,5820,904,324.0,360.0,767.0,42.7,4.0,5.0,5.0,0.0,464.1,1.0,Semiurban,Y
LP015290,Female,No,0,Graduate,No,3398,4836,,300.0,684.0,32.4,2.0,2.0,2.0,0.0,215.6,1.0,Rural,N
LP015291,Male,Yes,2,Graduate,No,1928,3348,243.0,360.0,664.0,8.0,9.0,4.0,3.0,1.0,281.6,0.75,Rural,N
