Record_ID,Person_ID,Loan_Type,Loan_Amount,Loan_Date,Loan_Term_Months,Status,Lender
REC012367,PER04507,Personal Loan,33,2016-05-28,48,Defaulted,IDBI Bank
REC012368,PER04507,Home Loan,335,2016-10-16,300,Repaid,ICICI Bank
REC012369,PER04508,Personal Loan,57,2011-01-11,60,Active,Yes Bank
REC012370,PER04509,Home Loan,737,2017-12-03,180,Repaid,Union Bank
REC012371,PER04509,Home Loan,181,2013-03-05,360,Repaid,Bajaj Finserv
REC012372,PER04510,Home Loan,178,2024-08-15,240,Repaid,Bank of Baroda
REC012373,PER04510,Home Loan,189,2024-02-20,240,Repaid,Kotak Mahindra
REC012374,PER04511,Car Loan,39,2015-10-13,36,Active,IDBI Bank
REC012375,PER04511,Personal Loan,26,2023-04-11,24,Repaid,IndusInd Bank
REC012376,PER04511,Two-Wheeler Loan,6,2013-05-07,60,Repaid,ICICI Bank
REC012377,PER04511,Personal Loan,17,2014-02-25,24,Active,Bank of Baroda
REC012378,PER04511,Home Loan,270,2023-06-18,120,Defaulted,SBI
REC012379,PER04511,Business Loan,110,2025-12-07,36,Repaid,LIC Housing Finance
REC012380,PER04511,Two-Wheeler Loan,17,2016-03-12,60,Active,Canara Bank
REC012381,PER04511,Personal Loan,72,2024-04-16,12,Repaid,PNB
REC012382,PER04512,Home Loan,341,2022-12-22,300,Repaid,Axis Bank
REC012383,PER04513,Education Loan,38,2020-12-21,36,Repaid,IDBI Bank
REC012384,PER04514,Home Loan,248,2024-12-18,120,Active,Kotak Mahindra
REC012385,PER04514,Gold Loan,17,2018-09-11,36,Active,Axis Bank
REC012386,PER04515,Personal Loan,18,2010-04-07,60,Repaid,Bank of Baroda
REC012387,PER04516,Home Loan,267,2021-06-05,180,Repaid,Bajaj Finserv
REC012388,PER04516,Education Loan,93,2011-11-10,60,Active,Union Bank
REC012389,PER04516,Two-Wheeler Loan,6,2013-07-04,36,Defaulted,Tata Capital
REC012390,PER04516,Education Loan,48,2011-03-23,36,Repaid,Yes Bank
REC012391,PER04516,Home Loan,156,2012-06-23,180,Repaid,IDBI Bank
REC012392,PER04517,Personal Loan,18,2019-01-22,36,Defaulted,LIC Housing Finance
REC012393,PER04517,Car Loan,40,2012-02-15,84,Repaid,IDBI Bank
REC012394,PER04518,Car Loan,45,2021-09-28,60,Repaid,Kotak Mahindra
REC012395,PER04518,Personal Loan,55,2023-03-27,24,Repaid,IndusInd Bank
REC012396,PER04518,Two-Wheeler Loan,9,2020-05-05,48,Repaid,Bank of Baroda
REC012397,PER04519,Education Loan,30,2018-06-11,48,Repaid,ICICI Bank
REC012398,PER04519,Education Loan,37,2011-12-14,84,Repaid,IDBI Bank
REC012399,PER04519,Home Loan,150,2017-04-25,180,Active,Bank of Baroda
REC012400,PER04519,Car Loan,44,2017-03-22,48,Repaid,PNB
REC012401,PER04521,Car Loan,61,2023-07-11,60,Repaid,Canara Bank
REC012402,PER04521,Home Loan,257,2023-03-10,120,Defaulted,LIC Housing Finance
REC012403,PER04521,Car Loan,97,2020-02-05,84,Repaid,Bajaj Finserv
REC012404,PER04521,Personal Loan,33,2022-01-02,24,Repaid,LIC Housing Finance
REC012405,PER04522,Personal Loan,26,2016-10-27,60,Active,Tata Capital
REC012406,PER04522,Home Loan,157,2025-07-02,180,Repaid,SBI
REC012407,PER04522,Home Loan,79,2016-10-05,120,Defaulted,IndusInd Bank
REC012408,PER04523,Consumer Durable Loan,7,2016-06-25,12,Defaulted,IDBI Bank
REC012409,PER04523,Business Loan,156,2015-06-04,24,Repaid,Bank of Baroda
REC012410,PER04524,Car Loan,51,2022-11-24,60,Repaid,Yes Bank
REC012411,PER04524,Car Loan,49,2021-03-01,48,Active,Axis Bank
REC012412,PER04524,Car Loan,85,2014-09-14,36,Repaid,SBI
REC012413,PER04524,Home Loan,100,2010-03-13,240,Defaulted,SBI
REC012414,PER04526,Personal Loan,22,2017-06-10,24,Defaulted,IDBI Bank
REC012415,PER04526,Education Loan,31,2019-01-03,60,Defaulted,Kotak Mahindra
REC012416,PER04526,Education Loan,51,2010-03-09,84,Defaulted,Axis Bank
REC012417,PER04527,Education Loan,46,2019-08-14,36,Defaulted,PNB
REC012418,PER04527,Home Loan,142,2020-02-08,360,Repaid,Tata Capital
REC012419,PER04527,Car Loan,43,2011-01-10,36,Defaulted,LIC Housing Finance
REC012420,PER04527,Consumer Durable Loan,3,2011-07-19,24,Defaulted,IDBI Bank
REC012421,PER04527,Home Loan,331,2023-06-14,240,Repaid,Tata Capital
REC012422,PER04527,Personal Loan,34,2014-03-28,36,Active,Tata Capital
REC012423,PER04527,Business Loan,126,2019-04-05,60,Defaulted,Canara Bank
REC012424,PER04528,Personal Loan,32,2023-10-14,12,Repaid,SBI
REC012425,PER04528,Home Loan,239,2020-11-19,240,Repaid,Tata Capital
REC012426,PER04528,Gold Loan,11,2017-08-21,36,Repaid,Tata Capital
REC012427,PER04530,Car Loan,29,2017-08-27,84,Repaid,Bajaj Finserv
REC012428,PER04530,Personal Loan,11,2025-03-23,12,Repaid,IDBI Bank
REC012429,PER04530,Home Loan,220,2013-08-16,360,Repaid,Kotak Mahindra
REC012430,PER04530,Two-Wheeler Loan,10,2023-04-27,36,Repaid,PNB
REC012431,PER04530,Education Loan,35,2011-09-26,60,Repaid,ICICI Bank
REC012432,PER04531,Car Loan,131,2019-02-25,36,Repaid,Bank of Baroda
REC012433,PER04531,Personal Loan,19,2024-07-14,48,Repaid,Canara Bank
REC012434,PER04531,Home Loan,87,2016-08-26,300,Repaid,Tata Capital
REC012435,PER04532,Home Loan,100,2022-04-03,120,Active,HDFC Bank
REC012436,PER04532,Car Loan,62,2016-10-03,36,Active,IDBI Bank
REC012437,PER04533,Two-Wheeler Loan,9,2016-02-15,24,Repaid,PNB
REC012438,PER04533,Education Loan,42,2012-05-28,48,Repaid,Axis Bank
REC012439,PER04534,Gold Loan,14,2016-11-25,36,Repaid,HDFC Bank
REC012440,PER04534,Business Loan,151,2020-08-23,12,Repaid,Canara Bank
REC012441,PER04535,Home Loan,219,2012-01-18,360,Repaid,Kotak Mahindra
REC012442,PER04535,Personal Loan,18,2018-04-25,60,Active,Bajaj Finserv
REC012443,PER04535,Home Loan,312,2022-11-20,120,Active,Canara Bank
REC012444,PER04536,Home Loan,334,2019-05-15,240,Active,Tata Capital
REC012445,PER04536,Home Loan,192,2014-07-23,300,Repaid,IndusInd Bank
REC012446,PER04536,Car Loan,32,2025-12-13,60,Repaid,IndusInd Bank
REC012447,PER04537,Home Loan,161,2020-10-28,300,Repaid,HDFC Bank
REC012448,PER04537,Business Loan,58,2018-04-27,12,Repaid,Kotak Mahindra
REC012449,PER04538,Home Loan,82,2013-11-20,120,Defaulted,ICICI Bank
REC012450,PER04538,Home Loan,274,2021-04-05,240,Active,PNB
REC012451,PER04539,Education Loan,76,2021-08-24,84,Active,Kotak Mahindra
REC012452,PER04539,Home Loan,150,2025-02-02,300,Repaid,PNB
REC012453,PER04540,Two-Wheeler Loan,8,2019-08-14,24,Repaid,Union Bank
REC012454,PER04540,Two-Wheeler Loan,8,2015-04-17,48,Active,Bajaj Finserv
REC012455,PER04541,Two-Wheeler Loan,16,2019-01-13,24,Repaid,Yes Bank
REC012456,PER04543,Car Loan,54,2024-04-23,48,Active,SBI
REC012457,PER04543,Car Loan,131,2020-08-19,60,Repaid,IndusInd Bank
REC012458,PER04544,Home Loan,255,2020-02-01,120,Repaid,Bajaj Finserv
REC012459,PER04544,Personal Loan,11,2025-07-03,24,Active,Bank of Baroda
REC012460,PER04544,Business Loan,108,2019-09-21,60,Defaulted,SBI
REC012461,PER04544,Car Loan,61,2024-04-09,84,Repaid,Canara Bank
REC012462,PER04544,Car Loan,68,2022-02-14,60,Repaid,SBI
REC012463,PER04544,Personal Loan,10,2017-03-19,36,Repaid,IDBI Bank
REC012464,PER04544,Home Loan,228,2022-04-02,300,Repaid,Kotak Mahindra
REC012465,PER04545,Home Loan,243,2020-11-14,300,Repaid,Tata Capital
REC012466,PER04546,Education Loan,59,2025-11-25,48,Repaid,IDBI Bank
REC012467,PER04546,Education Loan,38,2025-01-21,36,Active,SBI
REC012468,PER04546,Car Loan,52,2023-12-10,36,Active,Kotak Mahindra
REC012469,PER04546,Education Loan,64,2018-09-05,60,Repaid,Yes Bank
REC012470,PER04546,Home Loan,176,2020-12-23,120,Repaid,PNB
REC012471,PER04547,Car Loan,52,2021-01-01,36,Repaid,Tata Capital
REC012472,PER04547,Education Loan,27,2017-04-01,60,Repaid,IndusInd Bank
REC012473,PER04547,Gold Loan,21,2021-11-17,60,Active,Canara Bank
REC012474,PER04548,Two-Wheeler Loan,7,2011-01-27,48,Repaid,Yes Bank
REC012475,PER04548,Home Loan,295,2022-10-22,240,Defaulted,Bajaj Finserv
REC012476,PER04548,Gold Loan,39,2012-02-10,36,Repaid,IndusInd Bank
REC012477,PER04548,Personal Loan,69,2023-06-09,12,Defaulted,Tata Capital
REC012478,PER04548,Car Loan,52,2022-06-25,36,Repaid,HDFC Bank
REC012479,PER04548,Business Loan,218,2024-01-22,12,Repaid,Bajaj Finserv
REC012480,PER04549,Car Loan,55,2019-03-03,60,Active,LIC Housing Finance
REC012481,PER04549,Personal Loan,10,2013-12-10,24,Active,SBI
REC012482,PER04549,Business Loan,48,2015-03-28,60,Repaid,Axis Bank
REC012483,PER04549,Home Loan,222,2012-07-25,300,Active,Bank of Baroda
REC012484,PER04549,Car Loan,39,2016-12-08,48,Active,HDFC Bank
REC012485,PER04549,Business Loan,347,2023-03-16,60,Active,PNB
REC012486,PER04549,Personal Loan,34,2019-08-02,24,Repaid,LIC Housing Finance
REC012487,PER04551,Gold Loan,24,2020-08-28,24,Repaid,Tata Capital
REC012488,PER04551,Personal Loan,66,2019-08-15,60,Repaid,PNB
REC012489,PER04551,Car Loan,67,2012-08-06,36,Repaid,LIC Housing Finance
REC012490,PER04551,Personal Loan,43,2014-10-27,24,Repaid,IndusInd Bank
REC012491,PER04551,Business Loan,78,2013-08-14,48,Repaid,Axis Bank
REC012492,PER04552,Home Loan,250,2010-02-25,240,Repaid,Bank of Baroda
REC012493,PER04552,Home Loan,83,2017-07-10,300,Active,SBI
REC012494,PER04553,Gold Loan,31,2022-09-14,60,Repaid,IndusInd Bank
REC012495,PER04553,Personal Loan,24,2012-02-04,48,Repaid,PNB
REC012496,PER04553,Car Loan,68,2023-01-27,48,Repaid,Tata Capital
REC012497,PER04553,Personal Loan,14,2016-03-02,36,Defaulted,SBI
REC012498,PER04553,Education Loan,77,2012-05-21,36,Repaid,HDFC Bank
REC012499,PER04553,Home Loan,243,2014-12-16,300,Repaid,Yes Bank
REC012500,PER04554,Personal Loan,36,2022-07-14,60,Repaid,Kotak Mahindra
REC012501,PER04554,Personal Loan,57,2019-05-03,60,Repaid,PNB
REC012502,PER04555,Personal Loan,27,2014-11-24,60,Defaulted,Axis Bank
REC012503,PER04555,Car Loan,89,2014-12-06,48,Defaulted,Bajaj Finserv
REC012504,PER04556,Personal Loan,59,2015-10-14,24,Repaid,SBI
REC012505,PER04556,Business Loan,20,2018-09-26,48,Repaid,SBI
REC012506,PER04556,Consumer Durable Loan,17,2012-08-10,36,Active,LIC Housing Finance
REC012507,PER04556,Two-Wheeler Loan,14,2011-02-04,48,Defaulted,LIC Housing Finance
REC012508,PER04556,Business Loan,35,2017-07-20,60,Active,ICICI Bank
REC012509,PER04556,Consumer Durable Loan,13,2018-01-11,48,Active,ICICI Bank
REC012510,PER04556,Car Loan,46,2021-06-12,60,Repaid,Axis Bank
REC012511,PER04558,Education Loan,130,2021-10-28,84,Repaid,HDFC Bank
REC012512,PER04559,Home Loan,360,2017-03-17,120,Active,Tata Capital
REC012513,PER04560,Personal Loan,42,2013-03-10,36,Defaulted,Kotak Mahindra
REC012514,PER04560,Home Loan,64,2019-03-08,180,Repaid,IDBI Bank
REC012515,PER04560,Personal Loan,30,2023-08-24,12,Repaid,Canara Bank
REC012516,PER04561,Home Loan,440,2015-05-20,360,Repaid,Yes Bank
REC012517,PER04561,Home Loan,197,2024-05-16,240,Repaid,ICICI Bank
REC012518,PER04562,Home Loan,136,2020-09-12,120,Defaulted,Canara Bank
REC012519,PER04562,Home Loan,95,2016-12-04,120,Defaulted,SBI
REC012520,PER04562,Education Loan,51,2015-11-28,60,Active,Bajaj Finserv
REC012521,PER04562,Consumer Durable Loan,4,2025-05-27,60,Defaulted,Kotak Mahindra
REC012522,PER04562,Gold Loan,3,2019-01-21,36,Defaulted,SBI
REC012523,PER04563,Car Loan,58,2017-04-03,84,Defaulted,SBI
REC012524,PER04563,Gold Loan,14,2017-07-16,60,Repaid,HDFC Bank
REC012525,PER04563,Personal Loan,60,2022-08-13,48,Defaulted,SBI
REC012526,PER04564,Education Loan,33,2023-11-09,60,Repaid,IndusInd Bank
REC012527,PER04564,Two-Wheeler Loan,2,2022-11-21,12,Repaid,Tata Capital
REC012528,PER04565,Personal Loan,33,2013-10-24,12,Repaid,LIC Housing Finance
REC012529,PER04565,Home Loan,142,2023-06-02,240,Active,Canara Bank
REC012530,PER04566,Personal Loan,27,2020-08-19,48,Repaid,IndusInd Bank
REC012531,PER04566,Home Loan,148,2014-05-08,180,Defaulted,Yes Bank
REC012532,PER04567,Business Loan,141,2017-09-22,48,Repaid,SBI
REC012533,PER04567,Car Loan,44,2023-02-24,84,Repaid,SBI
REC012534,PER04567,Home Loan,109,2014-04-22,120,Active,LIC Housing Finance
REC012535,PER04567,Car Loan,55,2011-09-12,84,Repaid,Axis Bank
REC012536,PER04568,Gold Loan,10,2014-12-07,24,Active,Canara Bank
REC012537,PER04569,Personal Loan,16,2019-12-20,24,Repaid,Kotak Mahindra
REC012538,PER04570,Gold Loan,13,2021-10-08,60,Repaid,LIC Housing Finance
REC012539,PER04570,Car Loan,24,2013-02-06,84,Repaid,SBI
REC012540,PER04571,Home Loan,228,2011-04-12,300,Active,HDFC Bank
REC012541,PER04571,Personal Loan,14,2013-05-24,60,Active,Tata Capital
REC012542,PER04572,Home Loan,120,2010-04-16,180,Repaid,Bajaj Finserv
REC012543,PER04572,Personal Loan,18,2014-09-09,60,Active,IndusInd Bank
REC012544,PER04572,Personal Loan,47,2014-07-13,12,Active,IndusInd Bank
REC012545,PER04572,Personal Loan,27,2024-10-06,48,Repaid,LIC Housing Finance
REC012546,PER04573,Gold Loan,16,2010-01-27,12,Repaid,IndusInd Bank
REC012547,PER04573,Personal Loan,31,2015-01-12,60,Active,Kotak Mahindra
REC012548,PER04575,Gold Loan,15,2012-01-02,12,Repaid,SBI
REC012549,PER04575,Personal Loan,16,2023-11-16,36,Active,Kotak Mahindra
REC012550,PER04575,Home Loan,211,2019-02-03,240,Repaid,IndusInd Bank
REC012551,PER04575,Car Loan,44,2011-03-07,84,Repaid,IndusInd Bank
REC012552,PER04576,Home Loan,161,2024-03-10,240,Active,Canara Bank
REC012553,PER04576,Home Loan,545,2021-04-16,300,Active,Bank of Baroda
REC012554,PER04576,Education Loan,47,2020-05-17,48,Defaulted,ICICI Bank
REC012555,PER04576,Car Loan,23,2015-01-27,36,Repaid,HDFC Bank
REC012556,PER04576,Business Loan,163,2024-09-15,36,Defaulted,Bajaj Finserv
REC012557,PER04576,Car Loan,58,2018-07-21,36,Defaulted,Bajaj Finserv
REC012558,PER04576,Personal Loan,19,2010-03-24,48,Defaulted,PNB
REC012559,PER04577,Personal Loan,26,2020-11-08,60,Repaid,Union Bank
REC012560,PER04577,Home Loan,103,2016-03-11,180,Active,LIC Housing Finance
REC012561,PER04578,Personal Loan,25,2020-03-13,24,Repaid,IDBI Bank
REC012562,PER04579,Gold Loan,9,2013-08-28,60,Repaid,LIC Housing Finance
REC012563,PER04579,Education Loan,52,2023-04-22,36,Active,ICICI Bank
REC012564,PER04579,Education Loan,61,2016-04-05,48,Repaid,Yes Bank
REC012565,PER04579,Education Loan,41,2010-03-02,84,Repaid,Yes Bank
REC012566,PER04579,Car Loan,32,2019-12-10,48,Active,SBI
REC012567,PER04579,Car Loan,27,2016-10-05,84,Repaid,Bank of Baroda
REC012568,PER04579,Business Loan,43,2025-05-06,12,Active,Canara Bank
REC012569,PER04579,Personal Loan,23,2023-12-10,12,Active,Axis Bank
REC012570,PER04581,Car Loan,97,2022-07-07,48,Repaid,Axis Bank
REC012571,PER04581,Personal Loan,33,2011-09-01,12,Repaid,Bank of Baroda
REC012572,PER04582,Car Loan,59,2023-02-21,48,Active,LIC Housing Finance
REC012573,PER04582,Education Loan,24,2015-11-20,48,Repaid,Bajaj Finserv
REC012574,PER04584,Business Loan,24,2019-04-23,60,Defaulted,Union Bank
REC012575,PER04584,Car Loan,54,2025-10-08,60,Active,HDFC Bank
REC012576,PER04584,Home Loan,195,2022-08-14,300,Active,Bajaj Finserv
REC012577,PER04585,Home Loan,217,2012-10-19,120,Repaid,Bank of Baroda
REC012578,PER04585,Home Loan,190,2019-09-10,240,Repaid,Canara Bank
REC012579,PER04586,Home Loan,211,2011-07-04,240,Defaulted,SBI
REC012580,PER04586,Business Loan,88,2016-02-21,48,Active,Kotak Mahindra
REC012581,PER04587,Personal Loan,36,2021-02-03,36,Repaid,Axis Bank
REC012582,PER04587,Two-Wheeler Loan,7,2024-04-04,36,Defaulted,Axis Bank
REC012583,PER04588,Home Loan,50,2018-10-15,360,Active,LIC Housing Finance
REC012584,PER04588,Home Loan,56,2023-10-18,360,Defaulted,LIC Housing Finance
REC012585,PER04588,Personal Loan,12,2015-03-22,12,Repaid,Union Bank
REC012586,PER04589,Home Loan,189,2013-01-17,120,Active,IDBI Bank
REC012587,PER04589,Business Loan,68,2016-03-22,60,Repaid,IDBI Bank
REC012588,PER04589,Personal Loan,42,2015-01-25,24,Repaid,Canara Bank
REC012589,PER04589,Personal Loan,18,2021-09-05,36,Defaulted,Yes Bank
REC012590,PER04589,Car Loan,51,2018-02-21,36,Repaid,HDFC Bank
REC012591,PER04589,Personal Loan,41,2020-12-19,60,Repaid,LIC Housing Finance
REC012592,PER04590,Home Loan,144,2014-11-12,120,Active,HDFC Bank
REC012593,PER04590,Personal Loan,26,2016-06-20,60,Active,PNB
REC012594,PER04590,Personal Loan,75,2010-08-13,12,Repaid,Axis Bank
REC012595,PER04590,Gold Loan,6,2016-08-11,12,Repaid,Yes Bank
REC012596,PER04591,Personal Loan,60,2021-10-01,60,Repaid,PNB
REC012597,PER04591,Business Loan,175,2020-12-03,24,Active,Bajaj Finserv
REC012598,PER04592,Home Loan,408,2014-04-26,240,Repaid,ICICI Bank
REC012599,PER04592,Car Loan,46,2012-01-25,48,Repaid,ICICI Bank
REC012600,PER04593,Home Loan,177,2016-08-27,360,Defaulted,SBI
REC012601,PER04594,Car Loan,19,2020-02-21,48,Repaid,Tata Capital
REC012602,PER04595,Home Loan,108,2016-02-06,180,Active,IndusInd Bank
REC012603,PER04595,Education Loan,56,2025-05-13,36,Repaid,IndusInd Bank
REC012604,PER04596,Car Loan,35,2017-12-19,60,Repaid,HDFC Bank
REC012605,PER04596,Two-Wheeler Loan,5,2020-10-09,12,Active,PNB
REC012606,PER04597,Car Loan,44,2016-04-15,84,Repaid,Bajaj Finserv
REC012607,PER04599,Home Loan,126,2018-09-20,300,Repaid,Canara Bank
REC012608,PER04599,Personal Loan,30,2017-03-16,48,Defaulted,Bank of Baroda
REC012609,PER04600,Personal Loan,46,2015-05-07,48,Repaid,Kotak Mahindra
REC012610,PER04600,Gold Loan,28,2010-11-03,48,Repaid,Bajaj Finserv
REC012611,PER04602,Personal Loan,30,2023-04-06,60,Active,PNB
REC012612,PER04603,Car Loan,70,2015-11-22,48,Defaulted,Bajaj Finserv
REC012613,PER04603,Home Loan,288,2025-09-19,300,Active,IDBI Bank
REC012614,PER04603,Consumer Durable Loan,18,2020-04-28,24,Repaid,ICICI Bank
REC012615,PER04603,Two-Wheeler Loan,2,2020-03-26,48,Active,HDFC Bank
REC012616,PER04603,Business Loan,172,2021-06-08,36,Repaid,Canara Bank
REC012617,PER04604,Home Loan,167,2025-11-22,360,Active,ICICI Bank
REC012618,PER04604,Personal Loan,32,2010-07-20,24,Repaid,LIC Housing Finance
REC012619,PER04605,Two-Wheeler Loan,20,2017-01-21,60,Defaulted,PNB
REC012620,PER04605,Personal Loan,81,2021-10-01,48,Repaid,SBI
REC012621,PER04605,Education Loan,68,2011-03-23,60,Defaulted,IDBI Bank
REC012622,PER04605,Consumer Durable Loan,6,2014-06-23,48,Active,IDBI Bank
REC012623,PER04606,Home Loan,159,2022-09-04,300,Repaid,Kotak Mahindra
REC012624,PER04606,Gold Loan,10,2011-06-19,48,Active,Tata Capital
REC012625,PER04607,Personal Loan,32,2019-02-06,48,Repaid,Canara Bank
REC012626,PER04609,Car Loan,72,2015-08-19,60,Active,SBI
REC012627,PER04610,Business Loan,189,2017-02-07,48,Repaid,SBI
REC012628,PER04610,Car Loan,73,2016-03-06,48,Repaid,IDBI Bank
REC012629,PER04610,Personal Loan,14,2010-02-22,36,Defaulted,SBI
REC012630,PER04610,Education Loan,62,2017-07-07,84,Repaid,Bank of Baroda
REC012631,PER04610,Car Loan,38,2024-07-12,84,Repaid,Kotak Mahindra
REC012632,PER04611,Home Loan,206,2013-07-02,240,Repaid,Bajaj Finserv
REC012633,PER04612,Personal Loan,63,2019-05-01,48,Repaid,PNB
REC012634,PER04612,Home Loan,196,2017-04-07,360,Repaid,Bank of Baroda
REC012635,PER04612,Two-Wheeler Loan,2,2017-03-09,60,Active,Kotak Mahindra
REC012636,PER04613,Business Loan,107,2015-11-12,48,Active,Tata Capital
REC012637,PER04613,Home Loan,209,2011-01-21,120,Active,PNB
REC012638,PER04613,Business Loan,211,2023-02-28,60,Defaulted,LIC Housing Finance
REC012639,PER04614,Education Loan,22,2016-02-25,36,Defaulted,PNB
REC012640,PER04615,Home Loan,105,2018-05-04,120,Active,LIC Housing Finance
REC012641,PER04615,Business Loan,137,2024-09-02,12,Repaid,IndusInd Bank
REC012642,PER04615,Home Loan,205,2010-05-21,120,Defaulted,Kotak Mahindra
REC012643,PER04616,Home Loan,285,2012-05-16,360,Defaulted,Bajaj Finserv
REC012644,PER04616,Home Loan,257,2018-08-28,300,Repaid,Bajaj Finserv
REC012645,PER04617,Home Loan,253,2015-09-15,300,Repaid,Yes Bank
REC012646,PER04617,Personal Loan,27,2023-10-22,36,Active,IDBI Bank
REC012647,PER04618,Car Loan,62,2020-10-07,48,Defaulted,Bank of Baroda
REC012648,PER04618,Home Loan,152,2013-02-01,300,Defaulted,SBI
REC012649,PER04619,Home Loan,80,2020-08-07,360,Active,Yes Bank
REC012650,PER04620,Home Loan,393,2023-09-11,180,Repaid,ICICI Bank
REC012651,PER04620,Gold Loan,16,2012-10-02,60,Repaid,IndusInd Bank
REC012652,PER04620,Car Loan,59,2018-05-17,48,Repaid,HDFC Bank
REC012653,PER04621,Home Loan,156,2014-01-25,300,Repaid,Kotak Mahindra
REC012654,PER04621,Car Loan,42,2014-07-23,60,Repaid,Kotak Mahindra
REC012655,PER04621,Education Loan,55,2016-11-21,36,Repaid,HDFC Bank
REC012656,PER04621,Home Loan,118,2012-06-07,360,Repaid,Bank of Baroda
REC012657,PER04621,Car Loan,61,2013-04-19,36,Active,SBI
REC012658,PER04622,Personal Loan,74,2024-10-09,60,Repaid,SBI
REC012659,PER04622,Personal Loan,28,2023-09-12,60,Repaid,Kotak Mahindra
REC012660,PER04623,Home Loan,311,2023-10-05,300,Repaid,SBI
REC012661,PER04623,Home Loan,177,2012-06-03,120,Repaid,Bajaj Finserv
REC012662,PER04623,Personal Loan,20,2024-10-18,36,Repaid,Tata Capital
REC012663,PER04624,Gold Loan,11,2019-11-03,48,Defaulted,LIC Housing Finance
REC012664,PER04624,Business Loan,32,2010-09-03,48,Defaulted,PNB
REC012665,PER04624,Personal Loan,77,2017-05-25,48,Defaulted,Yes Bank
REC012666,PER04624,Personal Loan,34,2013-06-04,12,Repaid,SBI
REC012667,PER04625,Gold Loan,12,2023-01-09,24,Active,IDBI Bank
REC012668,PER04625,Consumer Durable Loan,8,2015-09-24,48,Repaid,Bank of Baroda
REC012669,PER04625,Personal Loan,32,2017-04-27,12,Repaid,Bank of Baroda
REC012670,PER04625,Personal Loan,100,2017-10-24,36,Active,PNB
REC012671,PER04626,Education Loan,35,2024-11-02,60,Active,SBI
REC012672,PER04626,Two-Wheeler Loan,3,2012-06-20,60,Repaid,Bajaj Finserv
REC012673,PER04627,Personal Loan,11,2019-02-27,24,Active,Bank of Baroda
REC012674,PER04627,Home Loan,144,2015-12-27,300,Defaulted,SBI
REC012675,PER04627,Home Loan,194,2013-10-27,360,Repaid,Canara Bank
REC012676,PER04627,Personal Loan,20,2022-10-10,12,Defaulted,Bank of Baroda
REC012677,PER04627,Education Loan,24,2014-11-12,84,Defaulted,Canara Bank
REC012678,PER04627,Home Loan,263,2016-05-12,180,Repaid,Bajaj Finserv
REC012679,PER04627,Personal Loan,24,2020-12-08,60,Defaulted,HDFC Bank
REC012680,PER04628,Two-Wheeler Loan,18,2016-05-17,24,Repaid,HDFC Bank
REC012681,PER04628,Car Loan,56,2025-03-01,36,Repaid,Union Bank
REC012682,PER04628,Personal Loan,38,2010-12-16,12,Repaid,Canara Bank
REC012683,PER04628,Education Loan,28,2021-03-01,48,Repaid,Bank of Baroda
REC012684,PER04628,Personal Loan,33,2023-07-03,60,Repaid,HDFC Bank
REC012685,PER04628,Education Loan,58,2011-03-02,60,Active,PNB
REC012686,PER04629,Home Loan,191,2011-10-19,180,Repaid,Union Bank
REC012687,PER04630,Home Loan,161,2021-02-14,120,Repaid,IndusInd Bank
REC012688,PER04630,Business Loan,108,2023-06-20,12,Repaid,IndusInd Bank
REC012689,PER04630,Home Loan,262,2013-02-13,300,Active,Yes Bank
REC012690,PER04631,Business Loan,62,2021-12-27,60,Active,IndusInd Bank
REC012691,PER04631,Car Loan,51,2016-05-26,84,Defaulted,IndusInd Bank
REC012692,PER04631,Home Loan,228,2012-01-10,300,Active,IDBI Bank
REC012693,PER04632,Home Loan,135,2023-10-08,120,Active,LIC Housing Finance
REC012694,PER04632,Car Loan,68,2024-10-22,84,Active,Tata Capital
REC012695,PER04633,Personal Loan,23,2020-09-17,12,Active,HDFC Bank
REC012696,PER04633,Home Loan,241,2020-10-28,240,Repaid,Yes Bank
REC012697,PER04634,Home Loan,256,2025-07-20,240,Active,SBI
REC012698,PER04634,Education Loan,84,2011-05-24,60,Repaid,Kotak Mahindra
REC012699,PER04634,Business Loan,54,2011-02-10,24,Repaid,Union Bank
REC012700,PER04634,Car Loan,59,2023-05-27,60,Repaid,Bajaj Finserv
REC012701,PER04634,Two-Wheeler Loan,9,2015-07-08,48,Repaid,Bank of Baroda
REC012702,PER04634,Gold Loan,10,2013-12-08,36,Active,Bajaj Finserv
REC012703,PER04635,Personal Loan,8,2020-10-11,24,Repaid,Axis Bank
REC012704,PER04635,Home Loan,175,2016-02-23,240,Repaid,ICICI Bank
REC012705,PER04635,Consumer Durable Loan,22,2023-08-16,36,Active,SBI
REC012706,PER04636,Two-Wheeler Loan,6,2022-06-16,60,Repaid,Tata Capital
REC012707,PER04636,Personal Loan,31,2025-01-03,60,Repaid,IDBI Bank
REC012708,PER04637,Business Loan,33,2017-11-22,60,Repaid,Canara Bank
REC012709,PER04638,Car Loan,52,2010-06-20,48,Repaid,HDFC Bank
REC012710,PER04638,Personal Loan,26,2012-10-10,48,Repaid,Bajaj Finserv
REC012711,PER04638,Home Loan,199,2025-03-03,180,Repaid,HDFC Bank
REC012712,PER04638,Car Loan,89,2016-02-18,60,Repaid,HDFC Bank
REC012713,PER04639,Gold Loan,16,2024-03-04,12,Repaid,PNB
REC012714,PER04639,Personal Loan,72,2014-11-22,60,Active,Tata Capital
